iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;21:13:38;21:13:38;21:13:38;21:13:38;21:13:38;21:13:39;21:13:39;21:13:39;21:13:39;21:13:39;21:13:44;21:13:44;21:13:44;21:13:44;21:13:44;21:13:44;21:13:45;21:13:45;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:05;00:00:00;00:00:00;00:00:01;00:00:07
