purpose,bin,arrival,departure,traveltime,time
escape,10,0.01065431648110969,0.0281529476181785,0.1428636612520533,00:10
escape,20,0.03853349151304983,0.15431648110969154,0.05621463770761088,00:20
escape,30,0.05206242014966235,0.35583591896331446,0.045035590436210984,00:30
escape,40,0.05254152217557949,0.3249224311005658,0.046495710896148935,00:40
escape,50,0.04795583135608688,0.11943329074648658,0.052473079029019896,00:50
escape,60,0.04599379448804526,0.016129768205876985,0.053613798138346415,01:00
escape,70,0.045583135608687715,0.00116353349151305,0.04168187625479102,01:10
escape,80,0.04553750684431466,4.5628764373060775E-5,0.03987954006205512,01:20
escape,90,0.04553750684431466,0.0,0.031027559773681327,01:30
escape,100,0.04321043986128856,0.0,0.03235079394050009,01:40
escape,110,0.0366398977915678,0.0,0.03752965869684249,01:50
escape,120,0.03666271217375434,0.0,0.04822960394232524,02:00
escape,130,0.03666271217375434,0.0,0.029590253695929915,02:10
escape,140,0.0366398977915678,0.0,0.027901989414126666,02:20
escape,150,0.036685526555940866,0.0,0.020418872056944697,02:30
escape,160,0.03506570542069721,0.0,0.01170377806169009,02:40
escape,170,0.027765103121007485,0.0,0.009057309728052564,02:50
escape,180,0.027765103121007485,0.0,0.006319583865668918,03:00
escape,190,0.01526282168278883,0.0,0.008737908377441138,03:10
escape,200,0.008897609052746851,0.0,0.01222850885198029,03:20
escape,210,0.008874794670560321,0.0,0.009810184340208068,03:30
escape,220,0.008897609052746851,0.0,0.007140901624384011,03:40
escape,230,0.008874794670560321,0.0,0.007870961854352983,03:50
escape,240,0.008897609052746851,0.0,0.01065431648110969,04:00
escape,250,0.008897609052746851,0.0,0.010722759627669283,04:10
escape,260,0.008874794670560321,0.0,0.008441321409016244,04:20
escape,270,0.008897609052746851,0.0,0.008304435115897062,04:30
escape,280,0.008897609052746851,0.0,0.009832998722394598,04:40
escape,290,0.008874794670560321,0.0,0.014350246395327615,04:50
escape,300,0.008897609052746851,0.0,0.005954553750684432,05:00
escape,310,0.008874794670560321,0.0,0.007551560503741559,05:10
escape,320,0.008897609052746851,0.0,0.010814017156415404,05:20
escape,330,0.008897609052746851,0.0,0.0029202409198758896,05:30
escape,340,0.008874794670560321,0.0,0.0046541339660522,05:40
escape,350,0.008897609052746851,0.0,0.013414856725679868,05:50
escape,360,0.008874794670560321,0.0,0.011361562328892134,06:00
escape,370,0.008897609052746851,0.0,0.010380543894871327,06:10
escape,380,0.008897609052746851,0.0,0.007118087242197481,06:20
escape,390,0.008874794670560321,0.0,0.004905092170104034,06:30
escape,400,0.008897609052746851,0.0,0.01357455740098558,06:40
escape,410,0.008874794670560321,0.0,0.006524913305347691,06:50
escape,420,0.008897609052746851,0.0,0.007118087242197481,07:00
escape,430,0.008897609052746851,0.0,0.007893776236539515,07:10
escape,440,0.008874794670560321,0.0,0.01469246212812557,07:20
escape,450,0.008897609052746851,0.0,0.006775871509399525,07:30
escape,460,0.008874794670560321,0.0,0.011087789742653769,07:40
escape,470,0.008897609052746851,0.0,0.010038328162073371,07:50
escape,480,0.008897609052746851,0.0,0.0027377258623836466,08:00
escape,490,0.008874794670560321,0.0,0.0,08:10
escape,500,0.008897609052746851,0.0,0.0,08:20
escape,510,0.007688446796860741,0.0,0.0,08:30
