purpose,bin,arrival,departure,traveltime,time
escape,10,0.008653082257960621,0.02862173362248513,0.11287655937989823,00:10
escape,20,0.0368668541859017,0.15678612071371825,0.06961114809009512,00:20
escape,30,0.04951366671676723,0.35303716745753977,0.05286324694565521,00:30
escape,40,0.0497498550662401,0.3263049406308376,0.048826573336482514,00:40
escape,50,0.04680823653189616,0.11811564640456917,0.048483026646340154,00:50
escape,60,0.044725484722908125,0.016189637772958582,0.03592210078801022,01:00
escape,70,0.04461812638223864,9.447533978914822E-4,0.045434049771326736,01:10
escape,80,0.04511197474931827,0.0,0.03534236574839499,01:20
escape,90,0.03892813432675585,0.0,0.03723187254417796,01:30
escape,100,0.037167457539776266,0.0,0.03547119575719838,01:40
escape,110,0.03809073926953385,0.0,0.042964807935928544,01:50
escape,120,0.038777832649818565,0.0,0.03650183582762545,02:00
escape,130,0.03918579434436261,0.0,0.03119833379855281,02:10
escape,140,0.039142851008094816,0.0,0.04369484465248105,02:20
escape,150,0.037253344212311856,0.0,0.03972258604771005,02:30
escape,160,0.036544779163893246,0.0,0.030897730444678247,02:40
escape,170,0.03499881905825263,0.0,0.026989886844308933,02:50
escape,180,0.034075537328495054,0.0,0.02284585489446675,03:00
escape,190,0.033989650655959464,0.0,0.03349580228887982,03:10
escape,200,0.033903763983423874,0.0,0.02533656839799884,03:20
escape,210,0.026002190110149658,0.0,0.027204603525647908,03:30
escape,220,0.025615700083739507,0.0,0.020462499731604147,03:40
escape,230,0.024821248362785306,0.0,0.021621969810834602,03:50
escape,240,0.025529813411203917,0.0,0.016812316148841603,04:00
escape,250,0.025615700083739507,0.0,0.017134391170850062,04:10
escape,260,0.020870461426148196,0.0,0.01451484765851459,04:20
escape,270,0.020419556395336352,0.0,0.0071715371567217055,04:30
escape,280,0.01883065295342795,0.0,0.011723530801107938,04:40
escape,290,0.014858394348656948,0.0,0.007643913855667447,04:50
escape,300,0.008395422240353853,0.0,0.0,05:00
escape,310,0.008352478904086058,0.0,0.0,05:10
escape,320,0.008309535567818264,0.0,0.0,05:20
escape,330,0.004272861958645567,0.0,0.0,05:30
