iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;13:43:39;13:43:39;13:43:39;13:43:39;13:43:39;13:43:40;13:43:40;13:43:40;13:43:40;13:43:40;13:43:51;13:43:51;13:43:51;13:43:51;13:43:51;13:43:51;13:43:52;13:43:52;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:10;00:00:00;00:00:00;00:00:01;00:00:13
