link_id,lane_km,Avg. speed limit,road_capacity_utilization,congestion_index,speed_performance_index,Simulated traffic volume,vol_car
0,0.88376379025308,50.000780212338334,0.0,1.0,1.0,0.0,0.0
2,0.3157281890426809,70.00625034205785,6.415343915343911E-5,1.0,1.0,4.0,4.0
4,0.6016043705314077,50.000594110886944,0.0,1.0,1.0,0.0,0.0
6,0.5131505576026719,50.001136993710254,0.0,1.0,1.0,0.0,0.0
8,0.03653207699745162,50.00588486343188,0.0,1.0,1.0,0.0,0.0
9,0.03653207699745162,50.00588486343188,0.0,1.0,1.0,0.0,0.0
10,0.42003319721779653,53.06944105476975,0.12345138888888892,0.8601701718089628,0.8844223467194483,7356.0,7356.0
12,0.02994433853893412,50.02302493743055,0.0,1.0,1.0,0.0,0.0
13,0.02994433853893412,50.02302493743055,0.0,1.0,1.0,0.0,0.0
14,0.03653207699745162,48.6842205699396,0.0019071759259259267,0.9621429045457536,0.9735716181830142,107.0,107.0
15,0.03653207699745162,50.00588486343188,0.0,1.0,1.0,0.0,0.0
16,1.59339228551032,50.000106584822284,0.0,1.0,1.0,0.0,0.0
17,1.59339228551032,50.000106584822284,0.0,1.0,1.0,0.0,0.0
18,1.9317042812326026,60.00013297818303,0.0,1.0,1.0,0.0,0.0
20,0.6361727471132728,60.00214544808042,5.0347222222222195E-5,1.0,1.0,3.0,3.0
22,0.1092140930199706,70.00903398716065,0.0,1.0,1.0,0.0,0.0
24,0.3125562400480085,62.4359075796959,0.10898065476190474,0.8753289100254975,0.8919242754817944,6795.0,6795.0
26,0.019157259413579392,47.81078710492562,0.01668333333333334,0.9404438022699237,0.954616827808902,936.0,936.0
28,0.8187464748017953,50.001481123811885,0.0,1.0,1.0,0.0,0.0
30,0.036365591175723355,54.96914371652707,0.11358333333333334,0.9071420030086772,0.9153847918011475,6768.0,6768.0
32,0.08286339345864395,40.00378388777233,0.0,1.0,1.0,0.0,0.0
34,0.12153656527525922,49.94377915903561,0.001105092592592593,0.998806287486287,0.998806287486287,62.0,62.0
36,0.3416098612215453,50.00388307707421,0.0,1.0,1.0,0.0,0.0
37,0.3416098612215453,50.00388307707421,0.0,1.0,1.0,0.0,0.0
38,0.2436087502030316,50.00521728423502,0.0,1.0,1.0,0.0,0.0
39,0.2436087502030316,50.00521728423502,0.0,1.0,1.0,0.0,0.0
40,0.08848807171249772,50.00895732574439,0.0,1.0,1.0,0.0,0.0
41,0.08848807171249772,50.00895732574439,0.0,1.0,1.0,0.0,0.0
42,0.3822012516843994,50.00089054669081,0.0,1.0,1.0,0.0,0.0
43,0.3822012516843994,50.00089054669081,0.0,1.0,1.0,0.0,0.0
44,0.36961748498451935,50.00086224050315,0.0,1.0,1.0,0.0,0.0
45,0.36961748498451935,50.00086224050315,0.0,1.0,1.0,0.0,0.0
46,0.02639854817710854,49.91409701382234,3.564814814814813E-4,0.9979311555989961,0.9979311555989961,20.0,20.0
48,0.09078473584371484,50.00383247205836,0.0,1.0,1.0,0.0,0.0
50,0.033938115609646546,50.031620063361,0.0,1.0,1.0,0.0,0.0
51,0.033938115609646546,50.031620063361,0.0,1.0,1.0,0.0,0.0
52,0.09355393365806998,47.46229464465485,0.0319763888888889,0.9247810789517015,0.9491243158068058,1794.0,1794.0
54,0.29773781846590447,90.01143319426068,9.027777777777776E-5,1.0,1.0,6.0,6.0
56,3.3529403543712943,89.97510863226132,9.027777777777776E-5,0.9997116443282554,0.9997116443282554,6.0,6.0
58,1.7360435953882638,90.00096403274362,0.0,1.0,1.0,0.0,0.0
60,0.669466254067253,49.97511296003722,7.664351851851849E-4,0.9994907973806392,0.9994907973806392,43.0,43.0
62,2.3720073579110807,110.00188705724598,0.0,1.0,1.0,0.0,0.0
64,1.6206751474547405,110.00057561910005,1.2973484848484846E-4,1.0,1.0,9.0,9.0
66,0.43398855362068256,50.00028140411743,0.0,1.0,1.0,0.0,0.0
68,0.5036651337567543,50.001226636635565,0.0,1.0,1.0,0.0,0.0
70,2.0502654806143195,109.957020496083,1.2973484848484846E-4,0.9995862121081699,0.9995862121081699,9.0,9.0
72,9.886246435149484,90.00042272697837,0.0,1.0,1.0,0.0,0.0
74,9.808875604994496,90.00023493574727,0.0,1.0,1.0,0.0,0.0
76,3.568778907296305,98.0276795517079,0.07047485269360267,0.8781198868253173,0.8911577220061953,4889.0,4889.0
78,0.1783478114448745,50.00016518974754,0.0,1.0,1.0,0.0,0.0
80,1.280843598407642,80.79972055855393,0.11040972222222223,0.8785286066856981,0.8977448878894619,7338.0,7338.0
82,1.4517565309614997,110.0023891616973,0.0,1.0,1.0,0.0,0.0
84,7.617071261750101,90.0008420057121,0.0,1.0,1.0,0.0,0.0
86,3.4214875631649537,70.00008653796748,4.811507936507937E-5,1.0,1.0,3.0,3.0
88,3.7601947610710322,90.00107136587447,0.0,1.0,1.0,0.0,0.0
90,0.9767714855028614,53.60101145400856,0.12348495370370369,0.8623311152936017,0.8933311727197666,7358.0,7358.0
92,1.4894478174417503,60.00058347459102,0.0,1.0,1.0,0.0,0.0
94,0.5198864914671436,58.74884579273055,0.12351851851851849,0.9791144595170591,0.9791144595170591,7360.0,7360.0
96,0.022394862329940927,50.01334019093507,0.0,1.0,1.0,0.0,0.0
97,0.022394862329940927,50.01334019093507,0.0,1.0,1.0,0.0,0.0
98,0.09621035269236862,50.00826879765045,0.0,1.0,1.0,0.0,0.0
99,0.09621035269236862,50.00826879765045,0.0,1.0,1.0,0.0,0.0
100,0.24508367895716948,46.80233485285933,0.039409027777777786,0.9205362818914997,0.9360454043464768,2211.0,2211.0
102,0.1696460842022711,50.00212077355297,0.0,1.0,1.0,0.0,0.0
104,0.05112589461564108,65.5863987455632,0.03717691798941798,0.920431926112831,0.9368328899480343,2318.0,2318.0
106,0.012410082095921114,50.029446299346034,0.0,1.0,1.0,0.0,0.0
107,0.012410082095921114,50.029446299346034,0.0,1.0,1.0,0.0,0.0
108,0.022187016348042536,50.04590153693805,0.0,1.0,1.0,0.0,0.0
110,0.2844612413612637,50.002952583034634,0.0,1.0,1.0,0.0,0.0
112,0.01428478598230278,50.024542350476665,0.0,1.0,1.0,0.0,0.0
113,0.01428478598230278,50.024542350476665,0.0,1.0,1.0,0.0,0.0
114,0.5441978454606271,49.114139247546596,0.005668055555555557,0.9703050645257704,0.9822767957182075,318.0,318.0
116,0.2566122529725226,50.00022248869243,0.0,1.0,1.0,0.0,0.0
117,0.2566122529725226,50.00022248869243,0.0,1.0,1.0,0.0,0.0
118,0.012961670314684405,50.012875812287085,0.0,1.0,1.0,0.0,0.0
119,0.012961670314684405,50.012875812287085,0.0,1.0,1.0,0.0,0.0
120,0.03360852459596014,50.037505601925766,0.0,1.0,1.0,0.0,0.0
121,0.03360852459596014,50.037505601925766,0.0,1.0,1.0,0.0,0.0
122,0.018989260236561542,50.00829323454393,0.0,1.0,1.0,0.0,0.0
123,0.018989260236561542,50.00829323454393,0.0,1.0,1.0,0.0,0.0
124,0.2888748308120653,50.00237479197207,0.0,1.0,1.0,0.0,0.0
126,0.022106714208696497,50.052937831010944,0.0,1.0,1.0,0.0,0.0
127,0.022106714208696497,50.052937831010944,0.0,1.0,1.0,0.0,0.0
128,0.24140317520537566,50.0029591909869,0.0,1.0,1.0,0.0,0.0
130,0.016345003524783585,45.78665069965615,0.09496666666666671,0.8822831053942299,0.9151003824412915,5328.0,5328.0
132,0.8719614674278903,50.000976150691386,0.0,1.0,1.0,0.0,0.0
134,0.028025311930990126,48.99770821809388,0.0010516203703703707,0.9738992083762004,0.9790878333904893,59.0,59.0
136,0.01909443596284548,50.02908985898379,0.0,1.0,1.0,0.0,0.0
138,0.2988797788323461,50.007771137592776,0.0,1.0,1.0,0.0,0.0
139,0.2988797788323461,50.007771137592776,0.0,1.0,1.0,0.0,0.0
140,0.3481029276177699,50.00680524437237,0.0,1.0,1.0,0.0,0.0
141,0.3481029276177699,50.00680524437237,0.0,1.0,1.0,0.0,0.0
142,0.1336868612073237,50.002358477544455,0.0,1.0,1.0,0.0,0.0
143,0.1336868612073237,50.002358477544455,0.0,1.0,1.0,0.0,0.0
144,0.16872447345188663,38.665339222128495,0.10687314814814815,0.7519745879169439,0.7732967773301334,5996.0,5996.0
146,0.030056150083277465,50.00098904796621,0.0,1.0,1.0,0.0,0.0
147,0.030056150083277465,50.00098904796621,0.0,1.0,1.0,0.0,0.0
148,0.2812550647960263,50.00090040818245,0.0,1.0,1.0,0.0,0.0
149,0.2812550647960263,50.00090040818245,0.0,1.0,1.0,0.0,0.0
150,0.01172531853162696,48.464691836376666,0.0013724537037037047,0.9610101756069642,0.9690407024278569,77.0,77.0
152,0.04565139747390022,50.01370386671966,0.0,1.0,1.0,0.0,0.0
154,0.3181568961666766,40.00016854788139,0.0,1.0,1.0,0.0,0.0
155,0.3181568961666766,40.00016854788139,0.0,1.0,1.0,0.0,0.0
156,0.05897457193497954,50.00199221995439,0.0,1.0,1.0,0.0,0.0
157,0.05897457193497954,50.00199221995439,0.0,1.0,1.0,0.0,0.0
158,0.1528467631131507,40.000606804837346,0.0,1.0,1.0,0.0,0.0
159,0.1528467631131507,40.000606804837346,0.0,1.0,1.0,0.0,0.0
160,0.03296228326492761,50.02707409516838,0.0,1.0,1.0,0.0,0.0
161,0.03296228326492761,50.02707409516838,0.0,1.0,1.0,0.0,0.0
162,0.01916677027603154,39.35434058125685,0.09377245370370371,0.7554141974886778,0.7870827010362043,5261.0,5261.0
164,0.03502741603842918,39.3739260572854,0.07931712962962964,0.7537288083674099,0.7871847442963105,4450.0,4450.0
166,0.06176619718401024,50.013115128753235,0.0,1.0,1.0,0.0,0.0
167,0.06176619718401024,50.013115128753235,0.0,1.0,1.0,0.0,0.0
168,0.013714722037073567,50.07403583515705,0.0,1.0,1.0,0.0,0.0
169,0.013714722037073567,50.07403583515705,0.0,1.0,1.0,0.0,0.0
170,0.21085970070800367,50.00625313233289,0.0,1.0,1.0,0.0,0.0
172,0.028424419189981603,50.013640803486695,0.0,1.0,1.0,0.0,0.0
173,0.028424419189981603,50.013640803486695,0.0,1.0,1.0,0.0,0.0
174,0.1088640312864828,50.001341239007154,0.0,1.0,1.0,0.0,0.0
175,0.1088640312864828,50.001341239007154,0.0,1.0,1.0,0.0,0.0
176,0.11770423403370575,50.004158900323425,0.0,1.0,1.0,0.0,0.0
177,0.11770423403370575,50.004158900323425,0.0,1.0,1.0,0.0,0.0
178,0.26460431824239833,50.00396565210677,0.0,1.0,1.0,0.0,0.0
179,0.26460431824239833,50.00396565210677,0.0,1.0,1.0,0.0,0.0
180,0.1551066796110935,50.00752701056212,0.0,1.0,1.0,0.0,0.0
181,0.1551066796110935,50.00752701056212,0.0,1.0,1.0,0.0,0.0
182,0.33628703577719804,50.001376540472194,0.0,1.0,1.0,0.0,0.0
183,0.33628703577719804,50.001376540472194,0.0,1.0,1.0,0.0,0.0
184,0.37404754889014724,50.00078630591252,0.0,1.0,1.0,0.0,0.0
185,0.37404754889014724,50.00078630591252,0.0,1.0,1.0,0.0,0.0
186,0.35931525660192615,50.00134997166347,0.0,1.0,1.0,0.0,0.0
187,0.35931525660192615,50.00134997166347,0.0,1.0,1.0,0.0,0.0
188,0.22006408246920148,50.001937445665575,0.0,1.0,1.0,0.0,0.0
189,0.22006408246920148,50.001937445665575,0.0,1.0,1.0,0.0,0.0
190,0.026083306823405737,50.053254032121885,0.0,1.0,1.0,0.0,0.0
191,0.026083306823405737,50.053254032121885,0.0,1.0,1.0,0.0,0.0
192,0.10145542747965992,44.69037874289193,0.09665995370370374,0.876588216088141,0.8937128416680009,5423.0,5423.0
194,0.08832514944726783,50.01109437089716,0.0,1.0,1.0,0.0,0.0
195,0.08832514944726783,50.01109437089716,0.0,1.0,1.0,0.0,0.0
196,0.21887864373269558,50.004005421862175,0.0,1.0,1.0,0.0,0.0
197,0.21887864373269558,50.004005421862175,0.0,1.0,1.0,0.0,0.0
198,0.34439131004195883,50.000351514399576,0.0,1.0,1.0,0.0,0.0
199,0.34439131004195883,50.000351514399576,0.0,1.0,1.0,0.0,0.0
