dist_group,main_mode,share
0 - 1000,car,0.0650894323781712
1000 - 2000,car,0.18997536046723854
2000 - 5000,car,0.5253695929914218
5000 - 10000,car,0.16015696294944332
10000 - 20000,car,0.059408651213725135
