purpose,h,arrival,departure
escape,0,0.16780108646640757,0.9987761149163679
escape,1,0.15433835054645395,0.0012238850836321473
escape,2,0.1516973353659846,0.0
escape,3,0.14860541515470338,0.0
escape,4,0.14772507676121358,0.0
escape,5,0.13089128894423807,0.0
escape,6,0.0873896893049621,0.0
escape,7,0.01155175745603676,0.0
