purpose,h,arrival,departure
escape,0,0.1720889280211314,0.998613251155624
escape,1,0.15804534448602245,0.001386748844375963
escape,2,0.15472154963680387,0.0
escape,3,0.15668060752806515,0.0
escape,4,0.14422187981510015,0.0
escape,5,0.13297380585516178,0.0
escape,6,0.0811138014527845,0.0
escape,7,1.5408320493066256E-4,0.0
