dist_group,main_mode,share
0 - 1000,car,0.023486682808716706
1000 - 2000,car,0.1023332599603786
2000 - 5000,car,0.4955976227162668
5000 - 10000,car,0.3038961038961039
10000 - 20000,car,0.07468633061853401
