purpose,h,arrival,departure
escape,0,0.2431784997262274,0.9984714363935024
escape,1,0.2540609600292024,0.0015285636064975361
escape,2,0.20147380908924986,0.0
escape,3,0.06159883190363205,0.0
escape,4,0.053340025552108046,0.0
escape,5,0.05331721116992152,0.0
escape,6,0.053340025552108046,0.0
escape,7,0.053340025552108046,0.0
escape,8,0.026350611425442597,0.0
