dist_group,main_mode,share
0 - 1000,car,0.0650894323781712
1000 - 2000,car,0.18981565979193282
2000 - 5000,car,0.5077797043256068
5000 - 10000,car,0.1717010403358277
10000 - 20000,car,0.0656141631684614
