bin,cumulative_traveltime_dijkstra-fastest-path,cumulative_traveltime_dijkstra-shortest-path
127,0.8826646189287768,0.8821462852754843
128,0.8861585717028218,0.885486657707813
129,0.8892493760798615,0.889019005567287
130,0.8923593779996158,0.8925129583413319
131,0.895718947974659,0.8959109234018042
132,0.898675369552697,0.8992320982914184
133,0.9017853714724512,0.9026492608946052
134,0.9053177193319252,0.9059896333269338
135,0.9084085237089652,0.9092916106738336
136,0.9118448838548664,0.9126895757343058
137,0.9150316759454789,0.9161067383374926
138,0.9182376655788058,0.9194471107698212
139,0.9216740257247072,0.9228066807448644
140,0.924803225187176,0.926396621232482
141,0.9281052025340756,0.9300441543482432
142,0.9311384142829716,0.9332885390669992
143,0.933960453062008,0.9368400844691877
144,0.9364561336148972,0.9402188519869452
145,0.9390669994240736,0.94392397773085
146,0.9416586676905356,0.9473987329621804
147,0.9442503359569974,0.9511230562487998
148,0.9468803993088885,0.9546554041082738
149,0.9494336724899212,0.9582837396813204
150,0.9520445382990976,0.961297753887502
151,0.9548857746208484,0.9644269533499708
152,0.9574390478018812,0.9673833749280089
153,0.9597811480130544,0.9702822038779032
154,0.9614705317719332,0.9734306008830866
155,0.963524668842388,0.9763294298329812
156,0.9652140526012668,0.9792858514110192
157,0.966980226531004,0.9822422729890572
158,0.9686120176617392,0.9852754847379532
159,0.9705317719331924,0.9883086964868494
160,0.9724323286619312,0.9912651180648874
161,0.9739681320790938,0.9941447494720672
162,0.9757343060088308,0.9959109234018042
163,0.9773468995968516,0.9973315415626796
164,0.9792666538683048,0.9986945670954114
165,0.9811288155116143,0.9995968516029944
166,0.9828757918986368,0.9999999999999996
167,0.984718755999232,
168,0.9862737569591092,
169,0.9880207333461316,
170,0.9897485121904396,
171,0.9912267229794588,
172,0.9927433288539068,
173,0.994298329813784,
174,0.9953925897485122,
175,0.9960837012862354,
176,0.9968324054521022,
177,0.9976387022461124,
178,0.9984066039546938,
179,0.9990785179497024,
180,0.9997888270301402,
181,1.0,
