purpose,h,arrival,departure
escape,0,0.24404042247416566,0.998813787439834
escape,1,0.25521819467573054,0.0011862125601660699
escape,2,0.22496977439149576,0.0
escape,3,0.16205488514268768,0.0
escape,4,0.10044026735406164,0.0
escape,5,0.013276455961858703,0.0
