dist_group,main_mode,share
0 - 1000,car,0.09577852291290517
1000 - 2000,car,0.2190912217350185
2000 - 5000,car,0.47594789785916947
5000 - 10000,car,0.1566933195769925
10000 - 20000,car,0.05248903791591437
