purpose,h,arrival,departure
escape,0,0.16696758662195857,0.998581377353624
escape,1,0.18287335568738716,0.001418622646376064
escape,2,0.1413893904221477,0.0
escape,3,0.12597798985469866,0.0
escape,4,0.08816954690052446,0.0
escape,5,0.09509070587223799,0.0
escape,6,0.08051758232310205,0.0
escape,7,0.045116499011263,0.0
escape,8,0.04584730461697189,0.0
escape,9,0.028050038689708536,0.0
