bin,cumulative_traveltime_dijkstra-fastest-path,cumulative_traveltime_dijkstra-shortest-path
1,2.1471668133897324e-05,6.441500440169197e-05
2,0.00030060335387456256,0.00030060335387456256
3,0.0006226783758830224,0.0006441500440169197
4,0.0009447533978914822,0.001030640070427
5,0.0015889034419084,0.0015674317737745
6,0.002490713503532,0.0022115818177914
7,0.0035857685783608,0.0030489768750134
8,0.0052820303609387,0.004380220299315
9,0.0069138771391149,0.0059047087368217
10,0.0086530822579606,0.0076653855238013
11,0.0112940974384299,0.0099843256822622
12,0.0141927726365061,0.0125823975264638
13,0.0174349945247246,0.0153307710476026
14,0.0209348764305498,0.0179288428918042
15,0.0245635883451785,0.020698688081077
16,0.0281064135872715,0.0235758916110192
17,0.0323148605415154,0.0264745668090954
18,0.0366091941682949,0.0295450153522427
19,0.0409894144676099,0.03261546389539
20,0.0455199364438623,0.0356429691022695
21,0.0500934017563824,0.0387778326498185
22,0.0547098104051703,0.0418697528610997
23,0.0596053507396989,0.0450046164086487
24,0.0647370794237004,0.0483112533012689
25,0.0696540914263629,0.0517896635389603
26,0.0745925750971593,0.0550318854271788
27,0.0798101904536963,0.058531767333004
28,0.0848560324651622,0.0622463659201683
29,0.0901595344942348,0.0660253795117342
30,0.0950336031606295,0.0695682047538273
31,0.0998862001588903,0.0734760483541966
32,0.1050608721791595,0.0772335902776286
33,0.1102570158675627,0.0809052455285251
34,0.1152384428746269,0.0849419191376978
35,0.12043458656303,0.0888068194017993
36,0.125458956906362,0.092628776329633
37,0.1300968372232838,0.096386318253065
38,0.1350138492259463,0.1001868035127649
39,0.1399093895604749,0.1039658171043308
40,0.1447834582268696,0.1077018873596289
41,0.1495286968844609,0.111459429283061
42,0.154102162196981,0.1150881411976896
43,0.1588474008545723,0.1188456831211216
44,0.1637644128572348,0.1223885083632147
45,0.1684667081785583,0.1259742769415756
46,0.1730616451592123,0.1293882721748652
47,0.1778283554849375,0.1326519657312176
48,0.1824662358018594,0.13591565928757
49,0.1870826444506473,0.1392008245120563
50,0.1915916947587657,0.1421639147145341
51,0.1959933867262147,0.1450840615807442
52,0.2005668520387348,0.1480900951194898
53,0.2051403173512549,0.1511605436626371
54,0.2095420093187039,0.1538659738475082
55,0.2139866446224206,0.1568075923818521
56,0.2185601099349407,0.1596633242436605
57,0.2229403302342558,0.1624331694329332
58,0.2275352672149098,0.1651600712859382
59,0.2318725441779571,0.1678010864664075
60,0.2363171794816738,0.170420629978743
61,0.2408906447941939,0.1730616451592124
62,0.2452493934253751,0.1757026603396817
63,0.249865802074163,0.1783866188564189
64,0.2542889657097459,0.1809846907006205
65,0.258647714340927,0.1836257058810898
66,0.2631138213127776,0.1862667210615592
67,0.2676872866252978,0.1888647929057608
68,0.2721319219290145,0.1914628647499623
69,0.2764691988920618,0.19403946492603
70,0.2809353058639124,0.1966160651020977
71,0.2857449595259054,0.1991926652781654
72,0.2901466514933543,0.2017477937860991
73,0.2945268717926694,0.2042599789577651
74,0.2991862237777251,0.2068365791338328
75,0.3037167457539774,0.2093917076417666
76,0.3080969660532925,0.2119683078178342
77,0.3126274880295448,0.214523436325768
78,0.3170506516651277,0.2170785648337018
79,0.3215167586369783,0.2196551650097694
80,0.3260472806132306,0.2222102935177032
81,0.330556330921349,0.224765422025637
82,0.3348291928799946,0.2273420222017046
83,0.3391235265067741,0.2298971507096384
84,0.3430098984390095,0.2324737508857061
85,0.3466386103536381,0.2350288793936399
86,0.3503102656045346,0.2375840079015736
87,0.3540033925235649,0.2401606080776413
88,0.3576750477744614,0.2427157365855751
89,0.3614970047022951,0.2452708650935088
90,0.3649754149399865,0.2478474652695765
91,0.3687114851952846,0.2504025937775103
92,0.3723401971099133,0.252979193953578
93,0.3759044940201402,0.2555343224615118
94,0.3796835076117061,0.2580894509694456
95,0.3833551628626026,0.2606660511455133
96,0.3870482897816329,0.263221179653447
97,0.3907628883687972,0.2657763081613808
98,0.3946492603010326,0.2683529083374485
99,0.3982565005475273,0.2708650935091145
100,0.4021428724797627,0.2734416936851822
101,0.405835999398793,0.2759968221931159
102,0.4095935413222251,0.2785519507010497
103,0.4134584415863266,0.2811285508771174
104,0.4171515685053569,0.2836836793850512
105,0.4206299787430483,0.2862602795611189
106,0.424666652352221,0.2888154080690526
107,0.4284671376119208,0.2913705365769864
108,0.4322461512034867,0.2939471367530541
109,0.4361539948038561,0.2965022652609879
110,0.4402336117492966,0.2990573937689216
111,0.4439911536727286,0.3016339939449893
112,0.4479634122774996,0.3041891224529231
113,0.4520859725592079,0.3067657226289908
114,0.4559079294870416,0.3093208511369246
115,0.4597084147467414,0.3118759796448583
116,0.4636592016833785,0.314452579820926
117,0.4673738002705427,0.3170077083288598
118,0.4712816438709121,0.3195628368367936
119,0.4752539024756831,0.3221394370128613
120,0.4790114443991151,0.324694565520795
121,0.4830910613445556,0.3272711656968627
122,0.4870633199493266,0.3298262942047965
123,0.490949691881562,0.3323814227127303
124,0.4947287054731279,0.334743306207459
125,0.4985936057372295,0.3371696047065894
126,0.5024370343331971,0.3395100165331842
127,0.506430764606102,0.3420866167092519
128,0.5101668348614001,0.3443411418633111
129,0.5141820368024389,0.3468318553668432
130,0.5181972387434777,0.3491293238571702
131,0.522105082343847,0.3515556223563006
132,0.5259055676035468,0.3541322225323683
133,0.5299637128808534,0.3566873510403021
134,0.5339789148218922,0.3592639512163698
135,0.5379082300903955,0.3618190797243036
136,0.5416443003456936,0.3643742082322374
137,0.545530672277929,0.3669508084083051
138,0.5495673458871017,0.3695059369162388
139,0.5533678311468014,0.3720610654241726
140,0.5573400897515725,0.3746376656002403
141,0.5611405750112722,0.3771927941081741
142,0.5650054752753737,0.3797693942842418
143,0.5685912438537346,0.3823245227921755
144,0.5723273141090327,0.3848796513001093
145,0.5760633843643308,0.387456251476177
146,0.5798423979558968,0.3900113799841108
147,0.5834281665342577,0.3925665084920445
148,0.5871642367895558,0.3951431086681122
149,0.5908358920404522,0.397698237176046
150,0.5945934339638842,0.4002533656839798
151,0.5982865608829145,0.4028084941919135
152,0.6020011594700788,0.4053636226998473
153,0.6056942863891092,0.4079187512077811
154,0.6094303566444073,0.4104738797157148
155,0.613230841904107,0.4130290082236486
156,0.6167736671462001,0.4156056083997163
157,0.6203809073926948,0.4181607369076501
158,0.6238807892985201,0.4207373370837178
159,0.6275953878856844,0.4232924655916515
160,0.6311382131277774,0.4258475940995853
161,0.6347239817061383,0.428424194275653
162,0.6382453352800974,0.4309793227835868
163,0.64189551886286,0.4335559229596545
164,0.6455886457818903,0.4361110514675883
165,0.6492817727009207,0.438666179975522
166,0.6526313529298087,0.4412427801515897
167,0.6560024048268306,0.4437979086595235
168,0.659266098383183,0.4463530371674573
169,0.6627445086208743,0.448929637343525
170,0.66613703218603,0.4514847658514587
171,0.669508084083052,0.4540613660275264
172,0.6729435509844756,0.4566164945354602
173,0.6764219612221669,0.459171623043394
174,0.6797930131191888,0.4617267515513277
175,0.6830781783436751,0.4641315783823243
176,0.6865351169132325,0.4665364052133208
177,0.6900135271509239,0.4689627037124512
178,0.6934060507160796,0.4714104738797154
179,0.696669744272432,0.4738367723788458
180,0.700212569514525,0.4762845425461101
181,0.7036050930796808,0.4786893693771066
182,0.7068902583041671,0.4811800828806387
183,0.7104974985506618,0.4837137397204386
184,0.7137182487707464,0.4861829815558368
185,0.71715371567217,0.4886951667275028
186,0.7204818242329241,0.491142936894767
187,0.7240246494750171,0.4936336503982991
188,0.7273098146995034,0.4960384772292956
189,0.7308311682734625,0.4985077190646939
190,0.7342022201704844,0.5010199042363599
191,0.7375303287312385,0.5034891460717581
192,0.7410087389689298,0.5059583879071563
193,0.7442724325252822,0.508320271401885
194,0.7476649560904379,0.5106177398922119
195,0.7510574796555937,0.5130010950550745
196,0.7544929465570173,0.5154488652223388
197,0.7578639984540392,0.5178536920533353
198,0.7613209370235966,0.5203444055568675
199,0.7647564039250202,0.5228136473922657
200,0.7681059841539082,0.5251970025551282
201,0.7709831876838504,0.5277306593949281
202,0.7736027311961859,0.530285787902862
203,0.7761578597041198,0.5328623880789296
204,0.7787344598801874,0.5354175165868634
205,0.7812895883881212,0.5379726450947973
206,0.7838661885641889,0.5405277736027311
207,0.7864213170721227,0.5430829021106649
208,0.7889764455800565,0.5456595022867325
209,0.7915530457561242,0.5482146307946664
210,0.794108174264058,0.5507697593026002
211,0.7966633027719918,0.5533463594786678
212,0.7992399029480595,0.5559014879866017
213,0.8017735597878594,0.5584566164945355
