dist_group,main_mode,share
0 - 1000,car,0.06284757262791746
1000 - 2000,car,0.18259506581066284
2000 - 5000,car,0.4994954157988534
5000 - 10000,car,0.18186502909411031
10000 - 20000,car,0.07319691666845597
