purpose,h,arrival,departure
escape,0,0.1686170098554957,0.4996457174757907
escape,1,0.2621046529104846,0.4989800957636399
escape,2,0.22843707727653362,0.0013741867605694287
escape,3,0.1819938591029137,0.0
escape,4,0.12771348206042127,0.0
escape,5,0.031133918794151116,0.0
