purpose,bin,traveltime,time,cumulative_traveltime
escape,1,6.823480354062814E-4,00:01,6.823480354062814E-4
escape,2,8.529350442578517E-4,00:02,0.001535283079664133
escape,3,6.633939233116624E-4,00:03,0.0021986770029757954
escape,4,9.856138289201842E-4,00:04,0.0031842908318959794
escape,5,0.0011182926135825167,00:05,0.0043025834454784966
escape,6,0.001554237191758752,00:06,0.005856820637237249
escape,7,0.0022365852271650334,00:07,0.008093405864402282
escape,8,0.002843116814192839,00:08,0.010936522678595122
escape,9,0.003089520271422885,00:09,0.014026042950018008
escape,10,0.0038287306431130236,00:10,0.01785477359313103
escape,11,0.004150950548721545,00:11,0.022005724141852576
escape,12,0.005818912413048011,00:12,0.027824636554900587
escape,13,0.006861388578252052,00:13,0.03468602513315264
escape,14,0.0072973331564282875,00:14,0.04198335828958093
escape,15,0.008567258666767755,00:15,0.05055061695634868
escape,16,0.00917379025379556,00:16,0.05972440721014424
escape,17,0.009097973805417086,00:17,0.06882238101556133
escape,18,0.009609734831971797,00:18,0.07843211584753312
escape,19,0.010462669876229649,00:19,0.08889478572376278
escape,20,0.01097443090278436,00:20,0.09986921662654713
escape,21,0.01097443090278436,00:21,0.11084364752933148
escape,22,0.011069201463257454,00:22,0.12191284899258895
escape,23,0.011069201463257454,00:23,0.1329820504558464
escape,24,0.010993385014878978,00:24,0.1439754354707254
escape,25,0.011732595386569115,00:25,0.1557080308572945
escape,26,0.011107109687446692,00:26,0.1668151405447412
escape,27,0.011505146041433689,00:27,0.17832028658617488
escape,28,0.01186527417123145,00:28,0.19018556075740634
escape,29,0.011107109687446692,00:29,0.20129267044485302
escape,30,0.01186527417123145,00:30,0.21315794461608448
escape,31,0.011277696696298262,00:31,0.22443564131238275
escape,32,0.011410375480960595,00:32,0.23584601679334335
escape,33,0.011334559032582119,00:33,0.24718057582592548
escape,34,0.01112606379954131,00:34,0.2583066396254668
escape,35,0.011637824826096021,00:35,0.26994446445156284
escape,36,0.010633256885081219,00:36,0.28057772133664405
escape,37,0.011334559032582119,00:37,0.2919122803692262
escape,38,0.010993385014878978,00:38,0.3029056653841051
escape,39,0.010879660342311264,00:39,0.3137853257264164
escape,40,0.01095547679068974,00:40,0.32474080251710613
escape,41,0.01112606379954131,00:41,0.3358668663166474
escape,42,0.010311036979472697,00:42,0.34617790329612014
escape,43,0.01025417464318884,00:43,0.356432077939309
escape,44,0.01008358763433727,00:44,0.36651566557364623
escape,45,0.009382285486836369,00:45,0.3758979510604826
escape,46,0.009628688944066415,00:46,0.38552664000454906
escape,47,0.009401239598930989,00:47,0.39492787960348
escape,48,0.009401239598930989,00:48,0.404329119202411
escape,49,0.009420193711025607,00:49,0.4137493129134366
escape,50,0.009439147823120227,00:50,0.4231884607365568
escape,51,0.009325423150552513,00:51,0.4325138838871093
escape,52,0.009287514926363274,00:52,0.4418013988134726
escape,53,0.00900320324494399,00:53,0.45080460205841655
escape,54,0.00934437726264713,00:54,0.4601489793210637
escape,55,0.009268560814268656,00:55,0.4694175401353323
escape,56,0.008491442218389279,00:56,0.4779089823537216
escape,57,0.008396671657916185,00:57,0.4863056540116378
escape,58,0.007562690725752952,00:58,0.4938683447373907
escape,59,0.007202562595955192,00:59,0.5010709073333459
escape,60,0.007543736613658333,01:00,0.5086146439470043
escape,61,0.007126746147576717,01:01,0.515741390094581
escape,62,0.0067855721298735764,01:02,0.5225269622244546
escape,63,0.006482306336359673,01:03,0.5290092685608143
escape,64,0.006046361758183438,01:04,0.5350556303189977
escape,65,0.006614985121022006,01:05,0.5416706154400197
escape,66,0.006046361758183438,01:06,0.5477169771982031
escape,67,0.006596031008927387,01:07,0.5543130082071305
escape,68,0.006046361758183438,01:08,0.5603593699653139
escape,69,0.006065315870278057,01:09,0.5664246858355919
escape,70,0.006273811103318865,01:10,0.5726984969389107
escape,71,0.006141132318656532,01:11,0.5788396292575673
escape,72,0.006235902879129627,01:12,0.5850755321366969
escape,73,0.006330673439602722,01:13,0.5914062055762996
escape,74,0.006501260448454292,01:14,0.597907466024754
escape,75,0.006103224094467295,01:15,0.6040106901192213
escape,76,0.006501260448454292,01:16,0.6105119505676756
escape,77,0.006065315870278057,01:17,0.6165772664379536
escape,78,0.006254856991224246,01:18,0.6228321234291779
escape,79,0.006671847457305862,01:19,0.6295039708864838
escape,80,0.00653916867264353,01:20,0.6360431395591273
escape,81,0.006122178206561913,01:21,0.6421653177656892
escape,82,0.006406489887981198,01:22,0.6485718076536704
escape,83,0.006103224094467295,01:23,0.6546750317481377
escape,84,0.00636858166379196,01:24,0.6610436134119296
escape,85,0.006349627551697341,01:25,0.667393240963627
escape,86,0.00617904054284577,01:26,0.6735722815064727
escape,87,0.006216948767035008,01:27,0.6797892302735078
escape,88,0.006292765215413484,01:28,0.6860819954889212
escape,89,0.006330673439602722,01:29,0.6924126689285239
escape,90,0.006425444000075817,01:30,0.6988381129285998
escape,91,0.005818912413048011,01:31,0.7046570253416478
escape,92,0.005894728861426487,01:32,0.7105517542030743
escape,93,0.0052692431623040615,01:33,0.7158209973653783
escape,94,0.005515646619534108,01:34,0.7213366439849124
escape,95,0.005345059610682538,01:35,0.7266817035955949
escape,96,0.005420876059061014,01:36,0.732102579654656
