link_id,lane_km,Avg. speed limit,road_capacity_utilization,congestion_index,speed_performance_index,Simulated traffic volume,vol_car
0,0.04908,49.76506812101963,0.002477476801855851,0.9950922701817162,0.9950922701817162,139.0,139.0
1,0.046950000000000006,50.005917159763314,0.0,1.0,1.0,0.0,0.0
2,0.06383,50.008269858541894,0.0,1.0,1.0,0.0,0.0
3,0.046950000000000006,50.005917159763314,0.0,1.0,1.0,0.0,0.0
4,0.06383,49.83949194776932,0.002477476801855851,0.9966282697384209,0.9966282697384209,139.0,139.0
5,0.04908,50.010755731672795,0.0,1.0,1.0,0.0,0.0
6,0.05771,50.013480982185854,0.0,1.0,1.0,0.0,0.0
7,0.04413,49.56476498747059,0.0029765368770498343,0.9911840786775085,0.9911840786775085,167.0,167.0
8,0.04413,50.00566572237961,0.0017467102631789457,1.0,1.0,98.0,98.0
9,0.05771,49.66088594126144,0.0029765368770498343,0.992956563474922,0.992956563474922,167.0,167.0
10,0.07873000000000001,50.004940014114325,0.0,1.0,1.0,0.0,0.0
11,0.03493,47.62694949441725,0.014633154347652185,0.9382334712043002,0.9521892526956233,821.0,821.0
12,0.01745,19.884304194550673,4.0779876099120724E-4,0.993269446942446,0.993269446942446,15.0,15.0
13,0.03493,49.76587142004774,2.6735361171106295E-4,0.9949454043676506,0.9949454043676506,15.0,15.0
14,0.01745,19.884304194550673,4.0779876099120724E-4,0.993269446942446,0.993269446942446,15.0,15.0
15,0.07873999999999999,48.076208217063176,0.014365800735941122,0.9430794854673965,0.9613151014055575,806.0,806.0
16,0.1028,47.96961982645263,0.009909907207423402,0.9421642939641999,0.95931468155315,556.0,556.0
17,2.0E-4,48.76727014396203,0.0032260669146468262,0.9402166576673866,0.9482620419158874,181.0,181.0
18,0.1028,49.84805127685448,0.0012476501879849615,0.9968802495800336,0.9968802495800336,70.0,70.0
19,2.0E-4,51.42857142857143,0.0,1.0,1.0,0.0,0.0
20,2.7E-4,51.15789473684211,4.099422046236298E-4,1.0,1.0,23.0,23.0
21,7.6E-4,19.39341176470588,4.893585131894488E-4,0.9583333333333334,0.9640287769784173,18.0,18.0
22,0.00139,19.546875,1.359329203304024E-4,0.962890625,0.9765625,5.0,5.0
23,0.00139,19.546875,1.359329203304024E-4,0.962890625,0.9765625,5.0,5.0
24,2.7E-4,46.41867865853557,0.014775742940564753,0.898589362850972,0.9073866401342373,829.0,829.0
25,7.6E-4,19.39341176470588,4.893585131894488E-4,0.9583333333333334,0.9640287769784173,18.0,18.0
26,2.0E-4,49.301001264965976,5.347072234221259E-4,0.9583333333333334,0.9586390484611569,30.0,30.0
27,2.0E-4,48.76178745842476,0.007093782497400208,0.9401491630669546,0.948152396976737,398.0,398.0
28,2.0E-4,48.76207028858865,0.013207268418526513,0.9401311817965226,0.9481580531275229,741.0,741.0
29,2.0E-4,49.315714285714286,8.198844092472596E-4,0.9583333333333334,0.958933285337173,46.0,46.0
30,2.0E-4,49.315714285714286,5.703543716502677E-4,0.9583333333333334,0.958933285337173,32.0,32.0
31,2.0E-4,46.6597680612544,0.034221262299016064,0.89854999100072,0.9073024198886398,1920.0,1920.0
32,0.039409999999999994,50.009164610504044,0.0,1.0,1.0,0.0,0.0
33,0.03925,49.92652101769911,4.2776577873770077E-4,0.998185145188385,0.998185145188385,24.0,24.0
34,0.03925,50.017699115044245,6.060015198784097E-4,1.0,1.0,34.0,34.0
35,0.039409999999999994,49.92425321642579,4.2776577873770077E-4,0.9983051355891529,0.9983051355891529,24.0,24.0
36,0.00462,20.038554216867475,0.0,1.0,1.0,0.0,0.0
37,0.05132,49.93436694639957,7.129429645628346E-5,0.9984101271898248,0.9984101271898248,4.0,4.0
38,0.00321,19.76298808492201,5.437316813216096E-4,0.9867918165467626,0.9867918165467626,20.0,20.0
39,0.05132,49.85465701136979,6.060015198784097E-4,0.9968202543796496,0.9968202543796496,34.0,34.0
40,2.0E-4,51.42857142857143,0.0,1.0,1.0,0.0,0.0
41,0.05262,49.886568039471086,0.0016041216702663789,0.9975663073327761,0.9975663073327761,90.0,90.0
42,0.03836,20.01681403101899,0.0,1.0,1.0,0.0,0.0
43,2.0E-4,49.315714285714286,0.002031887449004079,0.9583333333333334,0.958933285337173,114.0,114.0
44,0.05262,50.008447729672646,0.0,1.0,1.0,0.0,0.0
