purpose,h,arrival,departure
escape,0,0.22889442916093536,0.998581499312242
escape,1,0.2642279917469051,0.0014185006877579093
escape,2,0.21178645116918846,0.0
escape,3,0.10238995873452544,0.0
escape,4,0.05042125171939477,0.0
escape,5,0.05031378954607978,0.0
escape,6,0.05016334250343879,0.0
escape,7,0.04180278541953233,0.0
