purpose,h,arrival,departure
escape,0,0.16780108646640757,0.9986043415712966
escape,1,0.15405921886071328,0.001395658428703326
escape,2,0.1522555987374659,0.0
escape,3,0.15017284692847788,0.0
escape,4,0.14708092671719666,0.0
escape,5,0.13104159062117535,0.0
escape,6,0.08921478109634337,0.0
escape,7,0.008373950572219955,0.0
