dist_group,main_mode,share
0 - 1000,car,0.06284757262791746
1000 - 2000,car,0.182766839155734
2000 - 5000,car,0.5168874669873103
5000 - 10000,car,0.17192364674811586
10000 - 20000,car,0.06557447448092242
