purpose,bin,arrival,departure,traveltime,time
escape,10,0.008235052581152907,0.029153454844081484,0.09391609827314826,00:10
escape,20,0.028560348563998448,0.15653443438191483,0.04081027442571344,00:20
escape,30,0.03544950612496293,0.358350252070169,0.03665853046513219,00:30
escape,40,0.0395100029655314,0.3207792504049091,0.03243835116454137,00:40
escape,50,0.035768871045007644,0.1167506900563451,0.027533818463854734,00:50
escape,60,0.030020302484202843,0.01745101170244314,0.027214453543810024,01:00
escape,70,0.02773912448388348,9.352829801309396E-4,0.028012865843921802,01:10
escape,80,0.02726007710381641,4.56235600063873E-5,0.027237265323813216,01:20
escape,90,0.027214453543810024,0.0,0.02719164176380683,01:30
escape,100,0.027214453543810024,0.0,0.029723749344161325,01:40
escape,110,0.027214453543810024,0.0,0.0269407121837717,01:50
escape,120,0.027214453543810024,0.0,0.029427196204119807,02:00
escape,130,0.02611948810365673,0.0,0.026416041243698247,02:10
escape,140,0.026781029723749343,0.0,0.02349613340328946,02:20
escape,150,0.02719164176380683,0.0,0.029997490704199648,02:30
escape,160,0.027237265323813216,0.0,0.029427196204119807,02:40
escape,170,0.027214453543810024,0.0,0.023724251203321396,02:50
escape,180,0.027214453543810024,0.0,0.02611948810365673,03:00
escape,190,0.027214453543810024,0.0,0.036909460045167326,03:10
escape,200,0.02719164176380683,0.0,0.025343887583548143,03:20
escape,210,0.027237265323813216,0.0,0.024522663503433174,03:30
escape,220,0.027214453543810024,0.0,0.025184205123525788,03:40
escape,230,0.026393229463695052,0.0,0.023655815863311815,03:50
escape,240,0.027214453543810024,0.0,0.02288021534320323,04:00
escape,250,0.02719164176380683,0.0,0.02436298104341082,04:10
escape,260,0.026712594383739765,0.0,0.0226292857631681,04:20
escape,270,0.024545475283436365,0.0,0.026210735223669502,04:30
escape,280,0.02424892214339485,0.0,0.025161393343522596,04:40
escape,290,0.023290827383260715,0.0,0.01943563656272099,04:50
escape,300,0.022173050163104228,0.0,0.025731687843602438,05:00
escape,310,0.02363300408330862,0.0,0.03145744462440404,05:10
escape,320,0.02363300408330862,0.0,0.0255035700435705,05:20
escape,330,0.02349613340328946,0.0,0.021055272942947737,05:30
escape,340,0.02399799256335972,0.0,0.01088121906152337,05:40
escape,350,0.02306270958322878,0.0,0.007482263841047517,05:50
escape,360,0.021557132103018,0.0,0.010972466181536146,06:00
escape,370,0.018910965622647536,0.0,0.004334238200606793,06:10
escape,380,0.009398453361315784,0.0,0.0,06:20
escape,390,0.009010653101261491,0.0,0.0,06:30
escape,400,0.00887378242124233,0.0,0.0,06:40
escape,410,6.387298400894222E-4,0.0,0.0,06:50
