dist_group,main_mode,share
0 - 1000,car,0.023483581301170876
1000 - 2000,car,0.10225371951756317
2000 - 5000,car,0.4769345893124395
5000 - 10000,car,0.2929175103442204
10000 - 20000,car,0.10441059952460605
