purpose,h,arrival,departure
escape,0,0.1987060998151571,0.9984524781842411
escape,1,0.22271418131797274,0.0015475218157589305
escape,2,0.1704208399604522,0.0
escape,3,0.1455530241155483,0.0
escape,4,0.13336628981644671,0.0
escape,5,0.07217469801831235,0.0
escape,6,0.0469629884365731,0.0
escape,7,0.010101878519537463,0.0
