dist_group,main_mode,share
0 - 1000,car,0.036173322443365
1000 - 2000,car,0.15866397283239478
2000 - 5000,car,0.5074796887761681
5000 - 10000,car,0.21018355328203586
10000 - 20000,car,0.0874994626660362
