bin,cumulative_traveltime_dijkstra-fastest-path,cumulative_traveltime_dijkstra-shortest-path
176,0.9574223894637826,0.944308560677329
177,0.9587582314205088,0.9456255879586084
178,0.960094073377235,0.9469614299153346
179,0.9614111006585144,0.9482596425211672
180,0.9627469426152404,0.9495954844778932
181,0.96406396989652,0.9509313264346196
182,0.965399811853246,0.9522483537158988
183,0.9667168391345254,0.9535841956726252
184,0.9680526810912516,0.9549012229539044
185,0.9693885230479778,0.9562370649106308
186,0.9707055503292572,0.95755409219191
187,0.9720413922859834,0.9588899341486362
188,0.9733584195672628,0.9602257761053624
189,0.974675446848542,0.9615428033866418
190,0.9759924741298216,0.962878645343368
191,0.9773283160865476,0.9641956726246472
192,0.978664158043274,0.9655315145813737
193,0.9799811853245533,0.9665286923800566
194,0.9813170272812796,0.9671307619943558
195,0.9826340545625588,0.967732831608655
196,0.983969896519285,0.9683160865475072
197,0.9853057384760112,0.9689181561618064
198,0.9866227657572906,0.9695014111006588
199,0.9879586077140168,0.970103480714958
200,0.989275634995296,0.9707055503292572
201,0.9906114769520225,0.9712888052681092
202,0.9919285042333016,0.9718908748824086
203,0.9929444967074316,0.9724741298212608
204,0.9935465663217308,0.97307619943556
205,0.994129821260583,0.9736594543744124
206,0.9947318908748822,0.9742615239887116
207,0.9953151458137344,0.9748635936030108
208,0.9959172154280336,0.9754468485418628
209,0.996500470366886,0.976048918156162
210,0.9971025399811853,0.9766321730950144
211,0.9977046095954843,0.9772342427093136
212,0.9982878645343366,0.9778174976481658
213,0.9988899341486358,0.978419567262465
214,0.999473189087488,0.9790216368767642
215,0.9999999999999998,0.9796048918156164
216,,0.9802069614299156
217,,0.980790216368768
218,,0.9813922859830672
219,,0.9819943555973664
220,,0.9825776105362186
221,,0.9831796801505178
222,,0.98376293508937
223,,0.9843650047036692
224,,0.9849482596425216
225,,0.9855503292568208
226,,0.98615239887112
227,,0.9867356538099722
228,,0.9873377234242714
229,,0.9879209783631236
230,,0.9885230479774229
231,,0.9891063029162752
232,,0.9897083725305744
233,,0.9903104421448736
234,,0.9908936970837258
235,,0.991495766698025
236,,0.9920790216368772
237,,0.9926810912511764
238,,0.9932831608654756
239,,0.993866415804328
240,,0.9944684854186272
241,,0.9950517403574792
242,,0.9956538099717784
243,,0.9962370649106308
244,,0.99683913452493
245,,0.9974412041392292
246,,0.9980244590780816
247,,0.9986265286923808
248,,0.9992097836312328
249,,0.999811853245532
250,,1.0000000000000009
