bin,cumulative_traveltime_dijkstra-fastest-path,cumulative_traveltime_dijkstra-shortest-path
1,0.0009971777986829728,0.0009971777986829728
2,0.0021636876763875,0.0017685794920037
3,0.0031608654750705,0.0025399811853245
4,0.004346190028222,0.003349012229539
5,0.0054186265286923,0.0042521166509877
6,0.0070366886171213,0.0056255879586077
7,0.0094637817497648,0.0076011288805268
8,0.0121919096895578,0.0107243650047036
9,0.0155597365945437,0.0142427093132643
10,0.0196801505174035,0.0181561618062088
11,0.0245719661335841,0.0231420507996237
12,0.0301599247412982,0.0289181561618062
13,0.036519285042333,0.0350517403574788
14,0.0440451552210724,0.0423142050799623
15,0.0517215428033866,0.0501222953904045
16,0.0598306679209783,0.0578551269990592
17,0.0685230479774224,0.0663029162746942
18,0.0772906867356538,0.0751646284101599
19,0.0869990592662276,0.0844402634054562
20,0.0967262464722483,0.0944684854186265
21,0.1069802445907808,0.1046284101599247
22,0.1175729068673565,0.1149576669802446
23,0.128316086547507,0.1252492944496707
24,0.1391721542803386,0.1360301034807149
25,0.1502351834430856,0.1470931326434619
26,0.161241768579492,0.1579492003762935
27,0.1721919096895578,0.1689934148635936
28,0.1834619002822201,0.1802634054562558
29,0.1946378174976482,0.1916650987770461
30,0.2059078080903104,0.2030103480714957
31,0.217271872060207,0.2144308560677328
32,0.2287676387582314,0.2255126999059266
33,0.2398118532455315,0.2362746942615239
34,0.251063029162747,0.2472436500470367
35,0.2619190968955786,0.2584383819379116
36,0.2725682031984948,0.2690874882408278
37,0.2831608654750706,0.2795108184383819
38,0.2934713076199435,0.2900846660395108
39,0.3036876763875823,0.3002822201317027
40,0.3138664158043274,0.3105926622765757
41,0.3237629350893697,0.3207902163687676
42,0.3337723424270931,0.3307055503292568
43,0.3433113828786454,0.3406020696142991
44,0.3528692380056444,0.3501222953904044
45,0.3621072436500471,0.3595672624647224
46,0.3712135465663218,0.3687300094073377
47,0.3804515522107244,0.3780809031044214
48,0.3894825964252117,0.3871872060206961
49,0.3983631232361242,0.3960112888052681
50,0.4071683913452493,0.404967074317968
51,0.4160677328316087,0.4139604891815616
52,0.4246848541862653,0.4228786453433678
53,0.4327751646284102,0.4315145813734713
54,0.4407714016933208,0.4403010348071496
55,0.4487488240827846,0.4489934148635936
56,0.4567450611476953,0.4576293508936971
57,0.4642709313264347,0.4662464722483537
58,0.4716086547507056,0.4745061147695202
59,0.4790028222013171,0.4818250235183443
60,0.4859078080903105,0.488936970837253
61,0.4924553151458138,0.4954656632173095
62,0.4989651928504234,0.5019755409219191
63,0.505475070555033,0.5082596425211665
64,0.511928504233302,0.5139981185324554
65,0.5184760112888054,0.5197554092191911
66,0.5249482596425212,0.5254938852304799
67,0.5314016933207902,0.5312699905926624
68,0.5378739416745061,0.5369896519285045
69,0.5443273753527751,0.5427281279397933
70,0.5501599247412982,0.5484477892756353
71,0.5558607714016932,0.5541674506114773
72,0.5615804327375352,0.5599059266227662
73,0.5673189087488241,0.565644402634055
74,0.5730385700846661,0.5713828786453439
75,0.5787770460959549,0.5771025399811859
76,0.58447789275635,0.5828033866415809
77,0.5902163687676388,0.5885230479774229
78,0.5959548447789277,0.5942615239887118
79,0.6016745061147697,0.5999811853245538
80,0.6074129821260585,0.6057196613358427
81,0.6131326434619006,0.6114581373471315
82,0.6188711194731894,0.6171589840075266
83,0.6246095954844783,0.6228974600188154
84,0.6303292568203203,0.6286171213546574
85,0.6360677328316091,0.6343555973659463
86,0.6417685794920042,0.6400564440263413
87,0.6471872060206966,0.6453621825023526
88,0.6521542803386646,0.6503668861712143
89,0.6571401693320795,0.6553527751646292
90,0.6621448730009413,0.6603574788334909
91,0.6671307619943562,0.6653433678269058
92,0.6721354656632179,0.6703480714957676
93,0.6771213546566328,0.6753527751646293
94,0.6821260583254946,0.6803386641580442
95,0.6871119473189095,0.685343367826906
96,0.6921166509877712,0.6903292568203209
97,0.6970837253057393,0.6953151458137358
98,0.7020696142991542,0.7003010348071507
99,0.7070743179680159,0.7053057384760124
100,0.7120602069614308,0.7103104421448742
101,0.7170649106302925,0.7152775164628422
102,0.7220507996237074,0.7202634054562571
103,0.7270366886171223,0.725249294449672
104,0.7320413922859841,0.7302539981185338
105,0.737027281279399,0.7352587017873955
106,0.7420319849482607,0.7402445907808104
107,0.7470178739416756,0.7452492944496721
108,0.7520225776105374,0.7502163687676402
109,0.7570272812793991,0.7552210724365019
110,0.762013170272814,0.7602069614299168
111,0.7670178739416758,0.7651928504233317
112,0.7719849482596438,0.7701787394167466
113,0.7769896519285056,0.7751646284101615
114,0.7819379115710268,0.7801693320790233
115,0.7869426152398885,0.7845155221072453
116,0.7919473189087503,0.7887864534336799
117,0.7969332079021652,0.7930385700846677
118,0.8019379115710269,0.7973095014111024
119,0.8069238005644418,0.801580432737537
120,0.8119285042333035,0.8058325493885248
121,0.8169332079021653,0.8101034807149594
122,0.8219190968955802,0.8143367826905004
123,0.8268861712135482,0.818607714016935
124,0.8318720602069631,0.8228786453433696
125,0.8368767638758249,0.8271307619943574
126,0.8418626528692398,0.8310818438381956
127,0.8468485418626547,0.8345813734713095
128,0.8514393226716858,0.838118532455317
129,0.8556914393226736,0.8416368767638777
130,0.8599623706491082,0.8451740357478852
131,0.864214487300096,0.8487111947318927
132,0.8684854186265306,0.8522295390404534
133,0.8727375352775184,0.8557666980244609
134,0.8765380997177818,0.8592850423330216
135,0.8800752587017894,0.8628222013170291
136,0.8835747883349032,0.8663405456255898
137,0.8863593603010368,0.8698588899341505
138,0.8884101599247433,0.8727375352775183
139,0.8904797742238966,0.8755221072436519
140,0.8925493885230499,0.8783254938852323
141,0.8946001881467563,0.8811100658513659
142,0.8966698024459097,0.8832549388523065
143,0.8987206020696161,0.8853245531514599
144,0.9007902163687694,0.8873753527751663
145,0.902841015992476,0.8894449670743196
146,0.9049106302916292,0.8914957666980261
147,0.9069802445907824,0.8935653809971794
148,0.909012229539042,0.8956161806208859
149,0.9110818438381956,0.8976857949200392
150,0.913132643461902,0.8997554092191925
151,0.9152022577610552,0.901806208842899
152,0.9172530573847616,0.9038758231420524
153,0.919322671683915,0.905907808090312
154,0.9213922859830684,0.9079774223894652
155,0.9234430856067748,0.9100282220131716
156,0.925512699905928,0.912097836312325
157,0.9275634995296346,0.9141674506114784
158,0.929633113828788,0.9162182502351848
159,0.9317027281279412,0.918287864534338
160,0.9337535277516475,0.9203386641580446
161,0.935823142050801,0.922408278457198
162,0.9378739416745074,0.9244778927563512
163,0.939924741298214,0.9265098777046108
164,0.9414863593603024,0.9283725305738488
165,0.9428222013170284,0.9296895578551282
166,0.9441580432737549,0.9310253998118544
167,0.945475070555034,0.9323424270931338
168,0.9468109125117604,0.93367826904986
169,0.9481279397930396,0.9350141110065862
170,0.949463781749766,0.9363311382878656
171,0.9507808090310452,0.9376669802445916
172,0.9521166509877714,0.9389840075258712
173,0.9534524929444976,0.9403198494825972
174,0.954769520225777,0.9416368767638766
175,0.9561053621825032,0.9429727187206028
