purpose,bin,traveltime,time,cumulative_traveltime
escape,1,5.875774749331868E-4,00:01,5.875774749331868E-4
escape,2,6.444398112170435E-4,00:02,0.0012320172861502304
escape,3,5.875774749331868E-4,00:03,0.001819594761083417
escape,4,0.001042476165204041,00:04,0.002862070926287458
escape,5,0.0011562008377717546,00:05,0.004018271764059213
escape,6,0.0012509713982448492,00:06,0.005269243162304062
escape,7,0.001838548873178036,00:07,0.007107792035482098
escape,8,0.002426126348111223,00:08,0.009533918383593321
escape,9,0.003411740177031407,00:09,0.012945658560624728
escape,10,0.0037718683068291665,00:10,0.016717526867453893
escape,11,0.005136564377641729,00:11,0.021854091245095623
escape,12,0.005799958300953392,00:12,0.027654049546049015
escape,13,0.006690801569400481,00:13,0.03434485111544949
escape,14,0.007581644837847571,00:14,0.04192649595329706
escape,15,0.008093405864402282,00:15,0.050019901817699344
escape,16,0.00917379025379556,00:16,0.059193692071494906
escape,17,0.009060065581227848,00:17,0.06825375765272275
escape,18,0.010045679410148032,00:18,0.07829943706287078
escape,19,0.010311036979472697,00:19,0.08861047404234347
escape,20,0.01078488978183817,00:20,0.09939536382418164
escape,21,0.011031293239068216,00:21,0.11042665706324986
escape,22,0.011410375480960595,00:22,0.12183703254421045
escape,23,0.011543054265622927,00:23,0.13338008680983338
escape,24,0.011694687162379879,00:24,0.14507477397221324
escape,25,0.01129665080839288,00:25,0.15637142478060612
escape,26,0.011505146041433689,00:26,0.1678765708220398
escape,27,0.011808411834947592,00:27,0.1796849826569874
escape,28,0.01129665080839288,00:28,0.19098163346538027
escape,29,0.0120169070679884,00:29,0.2029985405333687
escape,30,0.011258742584203642,00:30,0.21425728311757233
escape,31,0.011694687162379879,00:31,0.2259519702799522
escape,32,0.011941090619609924,00:32,0.23789306089956214
escape,33,0.0113156049204875,00:33,0.24920866582004964
escape,34,0.0120169070679884,00:34,0.26122557288803805
escape,35,0.011069201463257454,00:35,0.2722947743512955
escape,36,0.011163972023730548,00:36,0.28345874637502605
escape,37,0.011107109687446692,00:37,0.29456585606247276
escape,38,0.010860706230216646,00:38,0.3054265622926894
escape,39,0.01080384389393279,00:39,0.3162304061866222
escape,40,0.010671165109270457,00:40,0.32690157129589265
escape,41,0.01095547679068974,00:41,0.3378570480865824
escape,42,0.010538486324608123,00:42,0.34839553441119053
escape,43,0.010690119221365075,00:43,0.3590856536325556
escape,44,0.010348945203661935,00:44,0.36943459883621754
escape,45,0.010652210997175837,00:45,0.3800868098333934
escape,46,0.010576394548797361,00:46,0.39066320438219077
escape,47,0.00972345950453951,00:47,0.4003866638867303
escape,48,0.010292082867378078,00:48,0.41067874675410837
escape,49,0.010102541746431888,00:49,0.42078128850054025
escape,50,0.008965295020754752,00:50,0.429746583521295
escape,51,0.009477056047309463,00:51,0.4392236395686045
escape,52,0.009041111469133228,00:52,0.4482647510377377
escape,53,0.00883261623609242,00:53,0.45709736727383016
escape,54,0.008624121003051611,00:54,0.46572148827688176
escape,55,0.00796072707973995,00:55,0.4736822153566217
escape,56,0.007828048295077617,00:56,0.4815102636516993
escape,57,0.008074451752307664,00:57,0.48958471540400694
escape,58,0.007828048295077617,00:58,0.49741276369908455
escape,59,0.007562690725752952,00:59,0.5049754544248375
escape,60,0.007013021475009003,01:00,0.5119884758998465
escape,61,0.007373149604806763,01:01,0.5193616255046533
escape,62,0.006463352224265054,01:02,0.5258249777289183
escape,63,0.006406489887981198,01:03,0.5322314676168995
escape,64,0.006406489887981198,01:04,0.5386379575048807
escape,65,0.005705187740480297,01:05,0.5443431452453611
escape,66,0.006235902879129627,01:06,0.5505790481244908
escape,67,0.006671847457305862,01:07,0.5572508955817966
escape,68,0.006330673439602722,01:08,0.5635815690213993
escape,69,0.006027407646088819,01:09,0.5696089766674881
escape,70,0.006520214560548911,01:10,0.5761291912280371
escape,71,0.006197994654940389,01:11,0.5823271858829775
escape,72,0.0067097556814951,01:12,0.5890369415644726
escape,73,0.005989499421899581,01:13,0.5950264409863723
escape,74,0.006216948767035008,01:14,0.6012433897534073
escape,75,0.006596031008927387,01:15,0.6078394207623347
escape,76,0.006387535775886579,01:16,0.6142269565382212
escape,77,0.006482306336359673,01:17,0.620709262874581
escape,78,0.006311719327508103,01:18,0.627020982202089
escape,79,0.006482306336359673,01:19,0.6335032885384487
escape,80,0.006311719327508103,01:20,0.6398150078659568
escape,81,0.006349627551697341,01:21,0.6461646354176541
escape,82,0.006652893345211243,01:22,0.6528175287628654
escape,83,0.006349627551697341,01:23,0.6591671563145627
escape,84,0.006254856991224246,01:24,0.665422013305787
escape,85,0.006065315870278057,01:25,0.671487329176065
escape,86,0.006273811103318865,01:26,0.6777611402793838
escape,87,0.005970545309804962,01:27,0.6837316855891888
escape,88,0.006292765215413484,01:28,0.6900244508046023
escape,89,0.006084269982372676,01:29,0.6961087207869749
escape,90,0.006141132318656532,01:30,0.7022498531056315
escape,91,0.006273811103318865,01:31,0.7085236642089503
escape,92,0.005932637085615725,01:32,0.714456301294566
escape,93,0.005515646619534108,01:33,0.7199719479141001
escape,94,0.0052692431623040615,01:34,0.7252411910764042
escape,95,0.005572508955817965,01:35,0.7308137000322221
escape,96,0.005610417180007202,01:36,0.7364241172122293
escape,97,0.005250289050209443,01:37,0.7416744062624387
escape,98,0.005667279516291059,01:38,0.7473416857787298
escape,99,0.005231334938114824,01:39,0.7525730207168446
escape,100,0.005250289050209443,01:40,0.757823309767054
escape,101,0.005212380826020205,01:41,0.7630356905930742
escape,102,0.005345059610682538,01:42,0.7683807502037567
